#energy density (MeV/fm^3),  pressure (MeV/fm^3),  baryon density (fm^-3) 
1156.3620010848, 293.4518774574, 0.9695156592
1156.1444936616, 293.3549331521, 0.969370111
1155.9271415463, 293.2580033781, 0.9692246817
1155.7100109265, 293.1610881361, 0.9690794437
1155.4931012221, 293.0641874265, 0.9689349518
1155.2754578723, 292.9673012499, 0.9687889638
1155.0588494557, 292.8704296068, 0.9686444729
1154.8407242387, 292.7735724977, 0.9684977668
1154.6235799274, 292.6767299232, 0.968352777
1154.4065875136, 292.5799018838, 0.9682075496
1154.1895249523, 292.48308838, 0.9680625786
1153.9722674782, 292.3862894123, 0.9679171933
1153.7551880792, 292.2895049813, 0.9677721831
1153.5373706834, 292.1927350876, 0.9676256479
1153.3204458922, 292.0959797315, 0.9674807556
1153.1032533526, 291.9992389137, 0.96733535
1152.8859348512, 291.9025126348, 0.9671898124
1152.6687714959, 291.8058008951, 0.9670443936
1152.4515767653, 291.7091036953, 0.9668989422
1152.2349743485, 291.6124210359, 0.9667545098
1152.0172603069, 291.5157529174, 0.9666083022
1151.8007815797, 291.4190993404, 0.9664639558
1151.58336295, 291.3224603053, 0.9663179714
1151.3654478301, 291.2258358128, 0.966171275
1151.1484118303, 291.1292258632, 0.9660261337
1150.9320777149, 291.0326304573, 0.965881927
1150.715129932, 290.9360495955, 0.9657368103
1150.4970264271, 290.8394832784, 0.9655896423
1150.2796083045, 290.7429315064, 0.9654438976
1150.062902917, 290.6463942801, 0.9652989715
1149.8458989571, 290.5498716001, 0.9651535752
1149.629051107, 290.4533634668, 0.9650087247
1149.4119930309, 290.3568698809, 0.9648632516
1149.1948919739, 290.2603908428, 0.9647176549
1148.9779359922, 290.1639263532, 0.9645724937
1148.7609963963, 290.0674764124, 0.964427076
1148.5432978762, 289.9710410211, 0.9642804634
1148.3271278391, 289.8746201798, 0.9641363834
1148.1096357925, 289.778213889, 0.9639904261
1147.8924770688, 289.6818221493, 0.9638445053
1147.675740297, 289.5854449612, 0.9636994408
1147.4580977413, 289.4890823252, 0.9635530503
1147.2418926935, 289.3927342419, 0.9634086901
1147.0239136621, 289.2964007118, 0.9632617906
1146.8072138723, 289.2000817355, 0.963116625
1146.5902328208, 289.1037773135, 0.9629711047
1146.3740316602, 289.0074874463, 0.962826935
1146.156273829, 288.9112121344, 0.9626801031
1145.9389142337, 288.8149513785, 0.9625339315
1145.7228884404, 288.718705179, 0.9623898784
1145.5051743879, 288.6224735365, 0.9622430265
1145.2888186275, 288.5262564515, 0.9620984702
1145.0718658641, 288.4300539246, 0.9619530221
1144.8543849685, 288.3338659563, 0.9618064041
1144.6376807506, 288.2376925471, 0.9616611724
1144.4210488508, 288.1415336977, 0.9615160512
1144.2034117232, 288.0453894084, 0.9613694196
1143.9869340042, 287.9492596799, 0.9612244156
1143.7695154158, 287.8531445128, 0.9610780245
1143.5530210218, 287.7570439075, 0.9609329812
1143.3364885888, 287.6609578645, 0.9607881241
1143.1190251902, 287.5648863846, 0.9606415638
1142.9026095655, 287.4688294681, 0.9604967861
1142.6850545956, 287.3727871156, 0.9603499542
1142.4686746344, 287.2767593277, 0.9602051689
1142.2512858781, 287.1807461049, 0.9600585457
1142.0349350309, 287.0847474477, 0.9599137468
1141.8182645181, 286.9887633568, 0.9597684035
1141.6011412395, 286.8927938326, 0.9596223965
1141.3845587291, 286.7968388757, 0.9594770774
1141.1676016199, 286.7008984866, 0.959331279
1140.9507075246, 286.6049726659, 0.9591854029
1140.7336928773, 286.5090614141, 0.9590394181
1140.5170526332, 286.4131647318, 0.9588938437
1140.3000954327, 286.3172826195, 0.9587481246
1140.083224268, 286.2214150778, 0.9586023041
1139.8665170333, 286.1255621071, 0.9584567839
1139.6493866578, 286.0297237082, 0.9583104383
1139.4335453099, 285.9338998814, 0.9581661601
1139.2163501744, 285.8380906274, 0.9580199896
1138.9989667286, 285.7422959467, 0.9578731239
1138.7826092243, 285.6465158398, 0.9577279164
1138.5658663205, 285.5507503073, 0.9575823449
1138.3489437845, 285.4549993498, 0.9574363538
1138.1324014168, 285.3592629677, 0.957290852
1137.9154025245, 285.2635411617, 0.957144584
1137.6993362307, 285.1678339323, 0.9570000748
1137.4821902063, 285.07214128, 0.9568535509
1137.2647835951, 284.9764632055, 0.9567067931
1137.0490798598, 284.8807997091, 0.9565625338
1136.8315081954, 284.7851507916, 0.9564153497
1136.6152394557, 284.6895164533, 0.9562703066
1136.3992405641, 284.593896695, 0.9561256034
1136.1813062166, 284.4982915172, 0.9559777632
1135.9652123816, 284.4027009202, 0.9558328357
1135.7484270776, 284.3071249049, 0.9556868621
1135.5317682515, 284.2115634717, 0.9555411507
1135.3150185941, 284.1160166211, 0.9553951693
1135.0995135808, 284.0204843538, 0.9552512107
1134.8819564576, 283.9249666701, 0.9551039599
1134.6652570008, 283.8294635708, 0.9549579638
1134.4486073677, 283.7339750563, 0.9548120218
1134.2323304851, 283.6385011273, 0.9546667859
1134.0151680988, 283.5430417843, 0.9545200915
1133.7990946609, 283.4475970278, 0.9543751016
1133.5825375852, 283.3521668583, 0.9542294154
1133.3651373041, 283.2567512765, 0.9540821952
1133.1488611997, 283.1613502829, 0.9539367407
1132.9323542903, 283.065963878, 0.9537910395
1132.715565429, 282.9705920625, 0.9536448323
1132.4991313159, 282.8752348368, 0.9534991607
1132.2823715524, 282.7798922015, 0.9533529396
1132.0657719656, 282.6845641572, 0.9532069224
1131.8499471856, 282.5892507045, 0.953062287
1131.6326892256, 282.4939518437, 0.9529153062
1131.4167948003, 282.3986675757, 0.9527704001
1131.200208205, 282.3033979009, 0.9526242488
1130.9836116632, 282.2081428198, 0.9524783357
1130.7665491418, 282.1129023331, 0.9523315497
1130.5502081675, 282.0176764412, 0.9521859143
1130.3337490803, 281.9224651447, 0.9520400786
1130.1170599472, 281.8272684443, 0.9518938494
1129.9011346772, 281.7320863404, 0.9517486955
1129.6842207461, 281.6369188337, 0.9516022239
1129.4677062343, 281.5417659246, 0.9514561097
1129.250585537, 281.4466276138, 0.9513091451
1129.0348908716, 281.3515039017, 0.9511642469
1128.8182000395, 281.256394789, 0.9510181652
1128.601375056, 281.1613002763, 0.950871426
1128.3857208049, 281.066220364, 0.9507267513
1128.1682098709, 280.9711550527, 0.9505791168
1127.9523339221, 280.8761043431, 0.950433955
1127.7365662622, 280.7810682356, 0.9502888845
1127.519917016, 280.6860467309, 0.9501427346
1127.3028536754, 280.5910398295, 0.9499955415
1127.0860328702, 280.4960475319, 0.9498489596
1126.8702426271, 280.4010698387, 0.9497037744
1126.6541703339, 280.3061067506, 0.9495584278
1126.4375580712, 280.2111582679, 0.9494119789
1126.2209391964, 280.1162243914, 0.9492655975
1126.0040841738, 280.0213051216, 0.9491187361
1125.7878936831, 279.926400459, 0.9489731184
1125.5715706181, 279.8315104043, 0.9488269627
1125.3554462625, 279.7366349579, 0.9486813683
1125.138687671, 279.6417741204, 0.948534789
1124.9229565794, 279.5469278925, 0.9483893576
1124.7056351801, 279.4520962746, 0.9482419697
1124.4897933485, 279.3572792674, 0.9480966621
1124.2736848166, 279.2624768713, 0.9479508432
1124.0574517193, 279.1676890871, 0.9478048934
1123.8408238887, 279.0729159152, 0.9476583147
1123.6247405419, 278.9781573562, 0.9475127236
1123.4086817431, 278.8834134107, 0.9473668881
1123.1923127089, 278.7886840792, 0.9472204981
1122.9757310754, 278.6939693624, 0.9470741459
1122.7594438969, 278.5992692607, 0.9469278903
1122.5433876831, 278.5045837748, 0.9467822378
1122.3265785685, 278.4099129052, 0.9466351232
1122.1105401206, 278.3152566526, 0.9464892932
1121.8941097708, 278.2206150173, 0.9463430092
1121.6780568882, 278.1259880002, 0.9461971161
1121.4619227945, 278.0313756016, 0.9460510595
1121.2456362974, 277.9367778222, 0.9459049396
1121.0295312371, 277.8421946625, 0.9457588687
1120.8130297652, 277.7476261232, 0.945612268
1120.5965696426, 277.6530722048, 0.9454659339
1120.3807909519, 277.5585329078, 0.9453201941
1120.1634888484, 277.464008233, 0.9451723284
1119.9483671897, 277.3694981806, 0.9450278235
1119.7325199259, 277.2750027515, 0.9448822122
1119.5155006496, 277.1805219461, 0.9447346343
1119.2998129414, 277.0860557651, 0.9445891441
1119.0831280233, 276.991604209, 0.9444422303
1118.867423971, 276.8971672783, 0.9442967003
1118.6508615673, 276.8027449737, 0.9441498701
1118.4352734666, 276.7083372958, 0.9440044178
1118.2183662465, 276.613944245, 0.9438570878
1118.0024022268, 276.5195658221, 0.9437109879
1117.7862036733, 276.4252020274, 0.9435649234
1117.5705235649, 276.3308528618, 0.9434191559
1117.3534981763, 276.2365183256, 0.9432715544
1117.1378866879, 276.1421984195, 0.9431260572
1116.9215520937, 276.0478931441, 0.942979552
1116.7053429385, 275.9536025, 0.9428329902
1116.4897749346, 275.8593264876, 0.9426874712
1116.2731165217, 275.7650651076, 0.9425404647
1116.0570555488, 275.6708183607, 0.9423941418
1115.8409439553, 275.5765862472, 0.9422478354
1115.6245899868, 275.482368768, 0.9421010439
1115.4085942584, 275.3881659234, 0.941954815
1115.1930861098, 275.2939777141, 0.9418095114
1114.9762837122, 275.1998041407, 0.9416620123
1114.7605841618, 275.1056452038, 0.9415160105
1114.5445776918, 275.0115009038, 0.9413699446
1114.3283588595, 274.9173712415, 0.941223182
1114.1123331588, 274.8232562174, 0.9410769016
1113.8967244648, 274.7291558321, 0.9409311487
1113.6809043078, 274.6350700861, 0.9407852119
1113.4635036663, 274.5409989801, 0.9406366478
1113.2479449671, 274.4469425145, 0.9404908789
1113.0319244842, 274.3529006901, 0.9403444542
1112.8165585323, 274.2588735074, 0.9401991658
1112.6004848261, 274.1648609669, 0.9400526639
1112.383824572, 274.0708630693, 0.9399051791
1112.1679128559, 273.9768798152, 0.9397588568
1111.952515326, 273.882911205, 0.9396133879
1111.7364647742, 273.7889572395, 0.9394669111
1111.5198238396, 273.6950179191, 0.9393193777
1111.3047309832, 273.6010932446, 0.9391742393
1111.0890175857, 273.5071832164, 0.9390282552
1110.8720813059, 273.4132878351, 0.9388801597
1110.6562029235, 273.3194071013, 0.9387337497
1110.4402006509, 273.2255410157, 0.9385872093
1110.2237577853, 273.1316895788, 0.9384400127
1110.0078776899, 273.0378527912, 0.9382935552
1109.7927868219, 272.9440306534, 0.9381485249
1109.5768313226, 272.8502231662, 0.9380017929
1109.3604012623, 272.7564303299, 0.9378545413
1109.1446982283, 272.6626521453, 0.9377084227
1108.9290910418, 272.568888613, 0.9375624599
1108.7129721294, 272.4751397335, 0.9374154302
1108.4968521321, 272.3814055073, 0.9372687116
1108.2817100949, 272.2876859352, 0.9371232847
1108.0659217275, 272.1939810177, 0.936976856
1107.8492664601, 272.1002907552, 0.9368293368
1107.633872576, 272.0066151487, 0.9366833911
1107.417548982, 271.9129541984, 0.9365361618
1107.2018250597, 271.8193079051, 0.9363897093
1106.9855673644, 271.7256762693, 0.9362425024
1106.7707334689, 271.6320592917, 0.9360975604
1106.5536759599, 271.5384569728, 0.9359490891
1106.3389189401, 271.4448693132, 0.9358042045
1106.122438686, 271.3512963135, 0.9356564654
1105.9074236047, 271.2577379743, 0.9355110574
1105.6912399235, 271.1641942962, 0.9353640563
1105.4753833875, 271.0706652797, 0.9352174314
1105.2589575038, 270.9771509256, 0.9350697038
1105.043171595, 270.8836512343, 0.9349230164
1104.8276724331, 270.7901662065, 0.9347768361
1104.6118689973, 270.6966958427, 0.9346304193
1104.3966665836, 270.6032401436, 0.9344844687
1104.1799862651, 270.5097991097, 0.9343364869
1103.9651602384, 270.4163727418, 0.9341913594
1103.7485522471, 270.3229610401, 0.9340434057
1103.5336721366, 270.2295640056, 0.9338980037
1103.3170415961, 270.1361816387, 0.933750004
1103.1014512546, 270.04281394, 0.9336036027
1102.8860581234, 269.9494609102, 0.933457443
1102.6701892025, 269.8561225497, 0.9333105653
1102.4542317282, 269.7627988593, 0.9331636181
1102.238550142, 269.6694898395, 0.9330169025
1102.023213205, 269.576195491, 0.9328707307
1101.8066599954, 269.4829158142, 0.9327226648
1101.5913151518, 269.3896508099, 0.9325764406
1101.3761398713, 269.2964004786, 0.932430612
1101.1601781629, 269.2031648208, 0.9322833724
1100.9441967615, 269.1099438373, 0.9321362733
1100.7289315214, 269.0167375286, 0.9319903285
1100.5125947269, 268.9235458953, 0.9318424534
1100.2971745789, 268.830368938, 0.9316960475
1100.0818920351, 268.7372066574, 0.9315498644
1099.8659958846, 268.6440590539, 0.9314027389
1099.6501940464, 268.5509261283, 0.9312557931
1099.434413161, 268.4578078811, 0.9311088456
1099.2186532152, 268.3647043129, 0.9309617946
1099.0034494974, 268.2716154243, 0.9308155795
1098.7878299833, 268.178541216, 0.9306689742
1098.5719066079, 268.0854816885, 0.9305215799
1098.3568706882, 267.9924368424, 0.9303757129
1098.140471321, 267.8994066783, 0.9302275989
1097.9254642966, 267.8063911969, 0.9300817165
1097.7098206839, 267.7133903987, 0.9299350169
1097.4945991832, 267.6204042845, 0.9297886547
1097.2788071139, 267.5274328546, 0.9296414999
1097.0633364159, 267.4344761098, 0.9294949117
1096.8476900295, 267.3415340506, 0.9293479663
1096.6320340681, 267.2486066778, 0.9292008857
1096.4163266007, 267.1556939918, 0.9290537728
1096.1999017672, 267.0627959933, 0.928905561
1095.9856376656, 266.9699126829, 0.9287607089
1095.7687798004, 266.8770440612, 0.9286118251
1095.5538925304, 266.7841901287, 0.9284659517
1095.3388434276, 266.6913508862, 0.9283198271
1095.1221216538, 266.5985263343, 0.9281710173
1094.907290651, 266.5057164734, 0.9280251326
1094.6918293328, 266.4129213043, 0.927878334
1094.4760898164, 266.3201408275, 0.9277311168
1094.2608768847, 266.2273750437, 0.9275845892
1094.0452589375, 266.1346239535, 0.9274374537
1093.8299173249, 266.0418875574, 0.9272910301
1093.6144373849, 265.9491658562, 0.9271439467
1093.3980648982, 265.8564588503, 0.92699557
1093.1835534009, 265.7637665404, 0.9268501804
1092.9675953739, 265.6710889272, 0.9267023983
1092.7521385704, 265.5784260112, 0.9265555317
1092.536878938, 265.485777793, 0.9264089066
1092.322085324, 265.3931442734, 0.9262628637
1092.1062162027, 265.3005254527, 0.9261153224
1091.890044554, 265.2079213318, 0.9259670972
1091.6753253373, 265.1153319111, 0.9258213027
1091.4598479944, 265.0227571913, 0.925674173
1091.2442258324, 264.9301971731, 0.9255268559
1091.028594678, 264.837651857, 0.9253794613
1090.8134780989, 264.7451212437, 0.9252330869
1090.5977421376, 264.6526053337, 0.9250853736
1090.3823745164, 264.5601041277, 0.9249384824
1090.1668443732, 264.4676176264, 0.9247910999
1089.9518780204, 264.3751458302, 0.924644791
1089.7363174707, 264.2826887399, 0.9244975115
1089.5210443251, 264.190246356, 0.9243506263
1089.3057389471, 264.0978186791, 0.9242037314
1089.0905936128, 264.00540571, 0.9240569333
1088.8746217788, 263.9130074491, 0.9239088662
1088.6584892714, 263.8206238972, 0.9237607435
1088.4446004208, 263.7282550548, 0.9236157807
1088.2288622406, 263.6359009226, 0.9234681412
1088.0130414421, 263.5435615011, 0.9233202427
1087.7975577424, 263.451236791, 0.9231730165
1087.5829724655, 263.3589267929, 0.9230269551
1087.3666533028, 263.2666315075, 0.9228782904
1087.1522499932, 263.1743509353, 0.9227325193
1086.9366181171, 263.082085077, 0.922584943
1086.7209048054, 262.9898339331, 0.9224373032
1086.5062650113, 262.8975975044, 0.9222910078
1086.2906828968, 262.8053757914, 0.9221434138
1086.0755546172, 262.7131687948, 0.9219967164
1085.8602106361, 262.6209765152, 0.9218493363
1085.6446618924, 262.5287989531, 0.9217017539
1085.4297593878, 262.4366361093, 0.9215551901
1085.2136374917, 262.3444879843, 0.9214066351
1084.9992956211, 262.2523545788, 0.9212608337
1084.7839805113, 262.1602358934, 0.9211135939
1084.5685840179, 262.0681319286, 0.9209662906
1084.3530680543, 261.9760426853, 0.920818453
1084.1374143178, 261.8839681639, 0.9206706276
1083.9230856976, 261.7919083651, 0.9205250065
1083.7077660172, 261.6998632895, 0.9203775427
1083.4923447274, 261.6078329377, 0.920229949
1083.2767452527, 261.5158173105, 0.920082133
1083.0616994927, 261.4238164082, 0.9199353301
1082.8468597552, 261.3318302318, 0.9197884969
1082.6316554451, 261.2398587817, 0.9196412744
1082.416685757, 261.1479020586, 0.9194944389
1082.2005500604, 261.055960063, 0.9193456207
1081.9852933072, 260.9640327957, 0.9191983187
1081.7705560528, 260.8721202572, 0.9190517149
1081.5554138947, 260.7802224482, 0.9189044877
1081.3404625484, 260.6883393694, 0.9187574048
1081.12499022, 260.5964710213, 0.918609668
1080.9095260202, 260.5046174046, 0.918461826
1080.6950198736, 260.4127785199, 0.9183155845
1080.4797573596, 260.3209543678, 0.9181680116
1080.2644889564, 260.229144949, 0.9180205418
1080.0490725916, 260.137350264, 0.9178727032
1079.8339855475, 260.0455703137, 0.9177254359
1079.6194622424, 259.9538050984, 0.9175791048
1079.4038761499, 259.8620546189, 0.9174311386
1079.1892848973, 259.770318876, 0.9172845412
1078.9741965168, 259.67859787, 0.9171372235
1078.7587396299, 259.5868916017, 0.9169892327
1078.5431874577, 259.4952000718, 0.9168412089
1078.3287825615, 259.4035232808, 0.916694713
1078.1124618027, 259.3118612295, 0.916545455
1077.8985619306, 259.2202139182, 0.9163998991
1077.6836455166, 259.128581348, 0.9162528604
1077.4678206667, 259.0369635191, 0.9161042724
1077.2532383734, 258.9453604324, 0.9159575042
1077.0380264605, 258.8537720885, 0.9158100137
1076.822658547, 258.762198488, 0.9156617554
1076.6084124506, 258.6706396316, 0.9155157596
1076.3928787679, 258.5790955197, 0.9153676546
1076.1778169455, 258.4875661532, 0.9152201376
1075.9629823722, 258.3960515327, 0.9150728935
1075.7474012399, 258.3045516587, 0.9149246107
1075.5331798447, 258.213066532, 0.9147783731
1075.3177148479, 258.1215961531, 0.9146302688
1075.1028769484, 258.0301405228, 0.9144831057
1074.8878049769, 257.9386996416, 0.9143352905
1074.6724495361, 257.8472735101, 0.9141874658
1074.4580045632, 257.7558621291, 0.9140407175
1074.2428652108, 257.6644654991, 0.9138930278
1074.0279073337, 257.5730836209, 0.9137455193
1073.8123302355, 257.4817164949, 0.9135971626
1073.5976868553, 257.390364122, 0.9134501431
1073.3827786278, 257.2990265027, 0.9133026161
1073.1671365253, 257.2077036377, 0.9131539162
1072.9533031949, 257.1163955275, 0.9130081444
1072.7373419502, 257.0251021729, 0.9128590932
1072.5231609251, 256.9338235745, 0.9127126461
1072.3079237081, 256.8425597329, 0.9125648208
1072.0929145965, 256.7513106489, 0.9124168418
1071.8777980587, 256.6600763229, 0.9122690963
1071.6627610433, 256.5688567557, 0.9121213665
1071.447759519, 256.477651948, 0.9119736053
1071.2332406835, 256.3864619002, 0.911826591
1071.0179740931, 256.2952866132, 0.9116783431
1070.8035134772, 256.2041260875, 0.9115315783
