#energy density (MeV/fm^3),  pressure (MeV/fm^3),  baryon density (fm^-3) 
255.8321566306, 18.1653688887, 0.26132329
255.6853162346, 18.1392435422, 0.2611832629
255.5382320505, 18.1131322085, 0.2610428627
255.3911666924, 18.0870348935, 0.2609025111
255.2444583971, 18.0609516031, 0.2607627527
255.097053739, 18.0348823432, 0.2606218709
254.9501690764, 18.0088271197, 0.2604818889
254.8028902109, 17.9827859385, 0.260341255
254.6555418277, 17.9567588055, 0.2602005465
254.5084265597, 17.9307457267, 0.2600602351
254.3613261938, 17.904746708, 0.2599199327
254.2138231404, 17.8787617554, 0.2597790239
254.0660609139, 17.8527908747, 0.25963771
253.9187276294, 17.8268340719, 0.2594971061
253.7712566427, 17.800891353, 0.2593563201
253.6238769278, 17.774962724, 0.2592156663
253.476229138, 17.7490481908, 0.259074624
253.3282077809, 17.7231477594, 0.2589329748
253.1807005954, 17.6972614358, 0.2587922061
253.0330247888, 17.671389226, 0.2586511609
252.8852263208, 17.645531136, 0.2585099336
252.7373111314, 17.6196871718, 0.2583685348
252.5894405802, 17.5938573394, 0.2582272372
252.4415987297, 17.5680416448, 0.2580860054
252.2933738413, 17.5422400941, 0.2579441765
252.1453049008, 17.5164526934, 0.2578026186
251.9973499666, 17.4906794485, 0.2576612391
251.8492022812, 17.4649203657, 0.2575195927
251.7010198179, 17.439175451, 0.2573778863
251.5527320576, 17.4134447104, 0.2572360622
251.4041968383, 17.38772815, 0.2570938291
251.2560141967, 17.3620257759, 0.2569522072
251.1076570003, 17.3363375941, 0.2568102922
250.9594485288, 17.3106636108, 0.2566686624
250.8109151031, 17.2850038321, 0.2565265253
250.6620592575, 17.2593582641, 0.2563838596
250.5136598122, 17.2337269128, 0.2562419828
250.3651547185, 17.2081097845, 0.256099928
250.2163116816, 17.1825068853, 0.2559573694
250.0677169575, 17.1569182212, 0.2558152383
249.9186495728, 17.1313437985, 0.255672327
249.7699374329, 17.1057836232, 0.2555300314
249.6211308183, 17.0802377016, 0.2553876096
249.4722134024, 17.0547060399, 0.2552450015
249.3233599934, 17.0291886441, 0.2551025275
249.1739201467, 17.0036855205, 0.2549591386
249.0247836201, 16.9781966753, 0.2548162543
248.8758705489, 16.9527221145, 0.2546737444
248.7269070235, 16.9272618446, 0.2545311674
248.5772628486, 16.9018158717, 0.2543875111
248.428099584, 16.876384202, 0.2542446639
248.2787798641, 16.8509668417, 0.2541015944
248.129294686, 16.825563797, 0.253958255
247.9799002747, 16.8001750743, 0.2538150778
247.8305251774, 16.7748006797, 0.2536719478
247.6808506148, 16.7494406195, 0.253528365
247.5311632943, 16.7240949, 0.2533847934
247.381792286, 16.6987635274, 0.253241753
247.2319455199, 16.6734465081, 0.2530979626
247.082047297, 16.6481438483, 0.2529541034
246.932387549, 16.6228555543, 0.252810618
246.7825627602, 16.5975816323, 0.2526669225
246.6327376458, 16.5723220888, 0.2525232341
246.48254423, 16.5470769301, 0.2523789844
246.3328369765, 16.5218461624, 0.2522355191
246.1828391238, 16.4966297921, 0.2520916211
246.0324825152, 16.4714278255, 0.2519471796
245.8822263914, 16.4462402691, 0.2518028905
245.7322096247, 16.421067129, 0.2516590033
245.5817548053, 16.3959084118, 0.2515144451
245.4316620933, 16.3707641237, 0.251370478
245.2812628046, 16.3456342711, 0.2512260461
245.1309835182, 16.3205188605, 0.2510818318
244.9801030546, 16.2954178983, 0.2509366758
244.8297845136, 16.2703313908, 0.2507924272
244.6790380482, 16.2452593444, 0.2506475264
244.5284451464, 16.2202017656, 0.2505028835
244.3778893135, 16.1951586607, 0.2503583245
244.2270591036, 16.1701300363, 0.2502133336
244.0760811114, 16.1451158987, 0.2500681417
243.9255075589, 16.1201162544, 0.2499235941
243.7747564046, 16.0951311099, 0.2497788134
243.6234908348, 16.0701604717, 0.2496332064
243.472379253, 16.0452043461, 0.2494878879
243.3214532717, 16.0202627397, 0.2493428624
243.1702273386, 15.995335659, 0.2491973848
243.0194395558, 15.9704231104, 0.2490526216
242.8682219113, 15.9455251005, 0.2489072041
242.7167669514, 15.9206416357, 0.2487614317
242.5656836734, 15.8957727227, 0.2486162379
242.4141264014, 15.8709183679, 0.2484703328
242.262848116, 15.8460785778, 0.2483248776
242.1110873543, 15.8212533591, 0.2481786906
241.9595188475, 15.7964427182, 0.2480328387
241.8077774237, 15.7716466617, 0.2478867058
241.6563747001, 15.7468651962, 0.2477411437
241.5048951054, 15.7220983282, 0.2475954871
241.3530469126, 15.6973460644, 0.2474492462
241.2009451856, 15.6726084114, 0.2473026475
241.0492471106, 15.6478853756, 0.2471566888
240.8976917318, 15.6231769638, 0.2470109659
240.7454820706, 15.5984831825, 0.246864257
240.5935294833, 15.5738040384, 0.2467179518
240.4412013138, 15.5491395382, 0.2465710766
240.288993882, 15.5244896884, 0.2464244181
240.1370236845, 15.4998544956, 0.2462781537
239.9849026813, 15.4752339667, 0.2461316831
239.8324425914, 15.4506281081, 0.2459846512
239.6801139629, 15.4260369267, 0.2458378916
239.5277006878, 15.401460429, 0.2456909975
239.3753447806, 15.3768986218, 0.2455442225
239.2228538622, 15.3523515117, 0.2453972705
239.0700462365, 15.3278191055, 0.2452498073
238.917560245, 15.3033014099, 0.2451028462
238.7650812044, 15.2787984316, 0.2449559657
238.6120898634, 15.2543101774, 0.2448082672
238.4594659945, 15.2298366539, 0.244661193
238.3066962301, 15.2053778679, 0.2445138913
238.1535065445, 15.1809338262, 0.2443659317
238.0005928855, 15.1565045356, 0.2442184693
237.8476812536, 15.1320900027, 0.2440710163
237.6943480943, 15.1076902345, 0.2439229033
237.5415773807, 15.0833052376, 0.2437757123
237.388662911, 15.058935019, 0.2436282987
237.2352983612, 15.0345795853, 0.2434801949
237.0817310559, 15.0102389434, 0.243331809
236.9284662169, 14.9859131001, 0.2431839146
236.7749045717, 14.9616020624, 0.2430355512
236.6218612457, 14.9373058368, 0.2428880511
236.4680987914, 14.9130244305, 0.2427394403
236.3147584777, 14.8887578502, 0.2425915029
236.1608970502, 14.8645061027, 0.2424427654
236.0069628283, 14.840269195, 0.2422939147
235.8534796844, 14.8160471339, 0.2421458232
235.6997422113, 14.7918399263, 0.2419973177
235.5458298858, 14.7676475792, 0.2418485851
235.3919020059, 14.7434700993, 0.241699826
235.2379514514, 14.7193074938, 0.2415510828
235.0842654985, 14.6951597693, 0.241402758
234.92989476, 14.671026933, 0.2412533902
234.7761235026, 14.6469089918, 0.2411049615
234.6215806283, 14.6228059526, 0.240955352
234.4675243034, 14.5987178223, 0.2408065364
234.312851815, 14.5746446079, 0.2406567659
234.1585180905, 14.5505863165, 0.2405075533
234.0045586404, 14.5265429549, 0.2403589156
233.8499932641, 14.5025145303, 0.2402093707
233.6954490376, 14.4785010496, 0.2400598994
233.5408068475, 14.4545025197, 0.2399102658
233.386228028, 14.4305189478, 0.2397607646
233.2315689778, 14.4065503409, 0.2396111382
233.0769532821, 14.382596706, 0.2394616272
232.9218310029, 14.3586580501, 0.2393113216
232.7667013001, 14.3347343804, 0.2391610332
232.6117121567, 14.3108257038, 0.239010997
232.4570238987, 14.2869320275, 0.2388614459
232.301975164, 14.2630533585, 0.238711331
232.1465089432, 14.239189704, 0.2385606225
231.9917760813, 14.215341071, 0.2384110532
231.8362096054, 14.1915074666, 0.2382602146
231.6811470849, 14.167688898, 0.2381101715
231.52561678, 14.1438853724, 0.2379594121
231.370437606, 14.1200968967, 0.237809234
231.214741392, 14.0963234782, 0.237658268
231.0591713002, 14.0725651241, 0.2375075238
230.9041003339, 14.0488218415, 0.2373575708
230.7479622119, 14.0250936376, 0.237205945
230.5920897862, 14.0013805195, 0.2370547906
230.4365618609, 13.9776824945, 0.2369041755
230.2810706763, 13.9539995697, 0.2367536637
230.1251114347, 13.9303317524, 0.2366024313
229.9690197407, 13.9066790499, 0.236451002
229.8128548129, 13.8830414692, 0.2362994891
229.6569110516, 13.8594190177, 0.2361483581
229.5007716035, 13.8358117026, 0.2359968994
229.3444869115, 13.8122195312, 0.2358452755
229.1883224763, 13.7886425107, 0.2356938324
229.032269528, 13.7650806484, 0.2355425844
228.8757369482, 13.7415339517, 0.2353906249
228.7192803341, 13.7180024277, 0.2352387889
228.5632351393, 13.6944860838, 0.2350876222
228.4063958065, 13.6709849273, 0.2349352403
228.2497860384, 13.6474989656, 0.2347832243
228.0930097656, 13.6240282059, 0.234631001
227.9361375857, 13.6005726557, 0.2344786207
227.7794142169, 13.5771323222, 0.2343264795
227.6224796028, 13.5537072128, 0.2341740676
227.4660863744, 13.5302973348, 0.2340225204
227.3087723928, 13.5069026958, 0.2338695397
227.1518141121, 13.483523303, 0.23371712
226.9944987218, 13.4601591639, 0.2335641997
226.8376984776, 13.4368102858, 0.2334120631
226.680483958, 13.4134766762, 0.233259347
226.5230411996, 13.3901583425, 0.2331062718
226.3657846732, 13.3668552922, 0.2329535061
226.2080740248, 13.3435675327, 0.232800081
226.0507103075, 13.3202950714, 0.2326471953
225.8933899289, 13.2970379157, 0.2324943696
225.7358578674, 13.2737960733, 0.232341273
225.5781221998, 13.2505695516, 0.2321878654
225.4203973435, 13.2273583581, 0.2320345093
225.2629178756, 13.2041625001, 0.2318815503
225.1051870023, 13.1809819854, 0.2317282458
224.9469255949, 13.1578168214, 0.2315741024
224.7891748204, 13.1346670157, 0.2314207904
224.6312474828, 13.1115325757, 0.2312672203
224.4730716797, 13.0884135091, 0.2311132516
224.3148094822, 13.0653098233, 0.2309592005
224.1567877918, 13.0422215261, 0.2308055654
223.9986784679, 13.0191486248, 0.2306517868
223.8405424043, 12.9960911273, 0.2304979896
223.6821530708, 12.973049041, 0.2303438114
223.5232351445, 12.9500223736, 0.2301888613
223.364780187, 12.9270111326, 0.230034644
223.2063462547, 12.9040153258, 0.2298804956
223.0473173167, 12.8810349608, 0.2297254183
222.8890181692, 12.8580700451, 0.2295714814
222.730141099, 12.8351205865, 0.2294167032
222.5710592607, 12.8121865927, 0.2292616125
222.4124422129, 12.7892680713, 0.2291072859
222.2534766916, 12.76636503, 0.2289524229
222.0945296432, 12.7434774765, 0.2287976
221.9355506743, 12.7206054186, 0.2286427972
221.7767194216, 12.6977488639, 0.2284881715
221.6174270261, 12.6749078203, 0.2283328778
221.4581145452, 12.6520822953, 0.2281776003
221.298544876, 12.6292722969, 0.228021912
221.1388363237, 12.6064778327, 0.2278660932
220.9796528044, 12.5836989105, 0.2277110437
220.8202124372, 12.5609355382, 0.2275556355
220.66065608, 12.5381877234, 0.2274000598
220.5008836319, 12.5154554741, 0.2272442057
220.3411388728, 12.4927387979, 0.2270883784
220.1816367707, 12.4700377028, 0.2269329955
220.0216268192, 12.4473521966, 0.2267768228
219.861569984, 12.4246822872, 0.2266205637
219.7015105341, 12.4020279823, 0.2264643831
219.5412541836, 12.3793892899, 0.2263078776
219.3813203801, 12.3567662177, 0.2261519142
219.2211293424, 12.3341587738, 0.2259955647
219.0613312446, 12.311566966, 0.2258398353
218.9008320332, 12.2889908023, 0.2256830567
218.7402025388, 12.2664302904, 0.2255261141
218.5800236475, 12.2438854384, 0.2253698719
218.4195064789, 12.2213562543, 0.2252131184
218.2586380174, 12.1988427459, 0.2250558554
218.0979652824, 12.1763449212, 0.2248989393
217.9377406986, 12.1538627882, 0.2247426953
217.7769223608, 12.1313963548, 0.2245855826
217.6158098231, 12.1089456292, 0.2244280441
217.455269281, 12.0865106192, 0.2242714121
217.2940694356, 12.0640913329, 0.2241137619
217.1332582202, 12.0416877782, 0.2239567469
216.9718699114, 12.0192999634, 0.2237988458
216.8109871592, 11.9969278963, 0.2236417738
216.649712728, 11.974571585, 0.2234840912
216.4883111885, 11.9522310377, 0.2233262729
216.3268360536, 11.9299062623, 0.2231683408
216.1655820733, 11.907597267, 0.2230107794
216.0035132307, 11.88530406, 0.2228519832
215.8425329033, 11.8630266491, 0.2226948609
215.6805877368, 11.8407650428, 0.2225363044
215.5187378982, 11.8185192489, 0.2223779261
215.3571912126, 11.7962892757, 0.2222200208
215.1953787464, 11.7740751314, 0.2220617154
215.0331599411, 11.7518768242, 0.2219028223
214.8712272051, 11.729694362, 0.2217443952
214.7098875305, 11.7075277532, 0.2215868831
214.5474315547, 11.685377006, 0.2214276993
214.3850878385, 11.6632421286, 0.2212687037
214.2227812129, 11.6411231292, 0.2211097781
214.0607572826, 11.619020016, 0.2209513352
213.8983708769, 11.5969327973, 0.2207923378
213.7355871826, 11.5748614814, 0.2206327455
213.5727635408, 11.5528060765, 0.220473129
213.4104093169, 11.5307665907, 0.2203142425
213.2481645422, 11.5087430324, 0.2201555667
213.0856189619, 11.4867354101, 0.2199964234
212.9226147725, 11.464743732, 0.2198366223
212.7593887313, 11.4427680064, 0.2196765065
212.5967027197, 11.4208082416, 0.219517226
212.4341493685, 11.3988644459, 0.2193581719
212.2706448949, 11.3769366278, 0.2191976861
212.1078828634, 11.3550247955, 0.2190383682
211.9444721874, 11.3331289575, 0.2188780577
211.7813594813, 11.3112491222, 0.2187182585
211.6178561007, 11.2893852979, 0.2185578491
211.454831531, 11.2675374931, 0.2183982155
211.2909040911, 11.2457057162, 0.218237242
211.1272664589, 11.2238899756, 0.2180767108
210.9636030792, 11.2020902798, 0.2179161826
210.8002386242, 11.1803066372, 0.2177560838
210.6361576041, 11.1585390563, 0.2175949751
210.4722621302, 11.1367875456, 0.2174341356
210.3084719591, 11.1150521136, 0.2172734937
210.1444067389, 11.0933327688, 0.2171124382
209.9806126999, 11.0716295196, 0.216951837
209.8164745306, 11.0499423747, 0.2167907196
209.6524216599, 11.0282713425, 0.2166297612
209.4878872425, 11.0066164317, 0.216468104
209.3234991587, 10.9849776507, 0.2163066685
209.1588263642, 10.9633550083, 0.2161448256
208.9946167052, 10.9417485128, 0.215983724
208.8296970522, 10.920158173, 0.2158215713
208.6650240728, 10.8985839975, 0.2156598039
208.5006194723, 10.8770259947, 0.2154984839
208.3356968014, 10.8554841735, 0.2153363746
208.1708455115, 10.8339585425, 0.2151743945
208.00633006, 10.8124491102, 0.2150129669
207.8412980265, 10.7909558855, 0.2148507741
207.676098317, 10.7694788769, 0.2146883187
207.5109591722, 10.7480180932, 0.2145260281
207.3456319044, 10.7265735431, 0.2143634312
207.1805234285, 10.7051452352, 0.2142012203
207.015253588, 10.6837331783, 0.2140387792
206.8495909742, 10.6623373812, 0.21387576
206.6843980775, 10.6409578526, 0.2137134577
206.5185859997, 10.6195946013, 0.2135502822
206.3532749293, 10.598247636, 0.2133878582
206.1874503776, 10.5769169656, 0.2132246807
206.0217378269, 10.5556025988, 0.2130617091
205.8559345301, 10.5343045445, 0.2128986169
205.6899719332, 10.5130228114, 0.2127353024
205.5238740826, 10.4917574086, 0.2125718109
205.358029974, 10.4705083446, 0.2124087131
205.1915443509, 10.4492756286, 0.2122446967
205.0255899411, 10.4280592692, 0.2120814899
204.8593066824, 10.4068592755, 0.2119177952
204.6928591434, 10.3856756563, 0.2117538703
204.52636183, 10.3645084206, 0.2115899234
204.3595416534, 10.3433575772, 0.2114255044
204.1933113344, 10.322223135, 0.2112619731
204.0264854665, 10.3011051032, 0.2110975881
203.8596204386, 10.2800034905, 0.2109331778
203.6931613918, 10.258918306, 0.2107693916
203.5263734282, 10.2378495587, 0.2106051443
203.3590588709, 10.2167972576, 0.21044012
203.1921367529, 10.1957614117, 0.2102756927
203.0248196539, 10.1747420301, 0.2101107079
202.857630509, 10.1537391216, 0.2099459318
202.6904756717, 10.1327526955, 0.2097812165
202.5234198026, 10.1117827608, 0.2096166783
202.3557574819, 10.0908293265, 0.2094512706
202.1880212397, 10.0698924019, 0.2092857699
202.0204858068, 10.0489719958, 0.2091205903
201.8529929942, 10.0280681175, 0.2089554854
201.6853798637, 10.0071807761, 0.2087902274
201.517775955, 9.9863099807, 0.2086250364
201.3495694426, 9.9654557406, 0.2084589521
201.1816570435, 9.9446180649, 0.2082933081
201.0137949561, 9.9237969626, 0.2081277773
200.8455014325, 9.9029924432, 0.2079616257
200.677681095, 9.8822045156, 0.2077961882
200.5093092411, 9.8614331893, 0.2076299565
200.3411401947, 9.8406784733, 0.2074640478
200.1722614177, 9.8199403771, 0.2072971258
200.003781587, 9.7992189097, 0.2071308081
199.8351801103, 9.7785140805, 0.2069643399
199.667125206, 9.7578258988, 0.2067986976
199.4983518805, 9.7371543739, 0.2066320028
199.3288509914, 9.7164995151, 0.2064642414
199.1602485434, 9.6958613316, 0.2062978272
198.9915116302, 9.6752398329, 0.2061312887
198.8219923657, 9.6546350284, 0.205963554
198.6533701652, 9.6340469272, 0.2057972152
198.4837366396, 9.613475539, 0.2056293881
198.3146646098, 9.592920873, 0.2054624154
198.1452314664, 9.5723829386, 0.2052949214
197.9759454895, 9.5518617453, 0.2051276691
197.8060876038, 9.5313573026, 0.2049595873
197.6369620237, 9.5108696197, 0.2047926178
197.4672129591, 9.4903987063, 0.2046247256
197.2977060043, 9.4699445717, 0.2044572479
197.1276114005, 9.4495072256, 0.204288911
196.9574577475, 9.4290866773, 0.2041205091
196.7880354931, 9.4086829363, 0.2039532214
196.6176963758, 9.3882960124, 0.2037845708
196.4473654559, 9.3679259149, 0.2036159789
196.277158499, 9.3475726533, 0.2034475853
196.1069608453, 9.3272362374, 0.2032792514
195.9372419228, 9.3069166766, 0.2031116139
195.7662441095, 9.2866139806, 0.2029421304
195.5955440728, 9.266328159, 0.2027731093
195.4252066588, 9.2460592213, 0.2026046227
195.2542479553, 9.2258071774, 0.2024352657
195.0835886693, 9.2055720367, 0.2022663521
194.9127718998, 9.1853538089, 0.2020972456
194.7416327634, 9.1651525039, 0.2019276668
194.5706294202, 9.1449681311, 0.2017583298
194.3991344963, 9.1248007005, 0.2015882899
194.2285953419, 9.1046502215, 0.201419663
194.0569818647, 9.0845167041, 0.2012494917
193.8859017918, 9.0644001579, 0.2010801622
193.7144594412, 9.0443005927, 0.2009102673
193.5424958824, 9.0242180185, 0.2007396377
193.371574899, 9.0041524446, 0.2005705781
193.1996093404, 8.9841038813, 0.2003999827
193.0277382619, 8.9640723382, 0.2002295769
192.8556696295, 8.9440578253, 0.2000588795
192.6836994541, 8.9240603521, 0.1998883775
192.5117312456, 8.9040799288, 0.1997178971
192.3398509028, 8.8841165651, 0.1995475458
192.1679941575, 8.8641702709, 0.1993772542
191.995197065, 8.8442410563, 0.1992056166
191.8233902362, 8.824328931, 0.1990354508
191.6507918994, 8.8044339051, 0.1988641362
191.4780641637, 8.7845559884, 0.1986926785
191.3056700175, 8.764695191, 0.1985216957
191.1332388715, 8.7448515228, 0.1983507113
190.9604770633, 8.7250249938, 0.1981792432
190.7873893337, 8.7052156141, 0.1980073733
190.6146217751, 8.6854233936, 0.1978359518
190.4414768986, 8.6656483425, 0.1976639869
190.2685052847, 8.6458904707, 0.1974923306
190.0947692139, 8.6261497884, 0.1973195503
189.9220808048, 8.6064263054, 0.1971483396
189.7487473467, 8.5867200321, 0.1969762243
189.575466789, 8.5670309786, 0.1968041961
189.4019942066, 8.5473591549, 0.1966318852
189.2283945314, 8.5277045712, 0.1964594217
189.0543477608, 8.5080672378, 0.1962863525
188.8805734591, 8.4884471646, 0.1961136934
188.70689705, 8.4688443619, 0.1959411895
188.5324261706, 8.44925884, 0.1957675492
188.3592487393, 8.4296906089, 0.1955958303
188.1848508879, 8.4101396791, 0.1954223421
188.0105072184, 8.3906060607, 0.195248979
187.836033685, 8.3710897641, 0.1950754222
187.6619286908, 8.3515907993, 0.194902434
187.4874828303, 8.3321091769, 0.1947289592
187.3128816094, 8.312644907, 0.1945553022
187.1380747445, 8.293198, 0.1943813655
186.963428354, 8.2737684663, 0.1942076732
186.7884133448, 8.2543563163, 0.1940334773
186.613742217, 8.2349615601, 0.1938597928
186.4389895792, 8.2155842083, 0.1936860253
186.2638299924, 8.1962242713, 0.1935116895
186.0887605405, 8.1768817594, 0.1933374909
185.913470968, 8.1575566832, 0.1931630094
185.7381136587, 8.1382490531, 0.1929884469
185.5624797394, 8.1189588795, 0.1928135103
185.3871098944, 8.0996861729, 0.1926389797
185.2116347366, 8.0804309438, 0.1924643063
185.0356765519, 8.0611932028, 0.1922889796
184.8600758084, 8.0419729602, 0.1921141836
184.6843432885, 8.0227702268, 0.1919392032
184.5083989853, 8.003585013, 0.1917639532
184.3325412726, 7.9844173294, 0.1915888501
184.1563734362, 7.9652671867, 0.1914133114
183.9801387211, 7.9461345954, 0.1912377164
183.8041477615, 7.9270195661, 0.1910624768
183.6274217371, 7.9079221095, 0.1908862102
183.450852435, 7.8888422363, 0.1907101792
183.2742023864, 7.8697799571, 0.1905340656
183.097719407, 7.8507352825, 0.1903582151
182.920976802, 7.8317082234, 0.1901820225
182.7438204548, 7.8126987904, 0.1900052369
182.5671913122, 7.7937069942, 0.1898292475
182.3900195854, 7.7747328456, 0.1896524872
182.2130503771, 7.7557763554, 0.1894760496
182.035782598, 7.7368375343, 0.1892991876
181.8582153865, 7.7179163932, 0.1891219405
181.6814112251, 7.6990129428, 0.188945787
181.5036611762, 7.6801271941, 0.1887683239
181.3260251565, 7.6612591577, 0.1885910373
181.148619289, 7.6424088447, 0.1884141135
180.9704441632, 7.623576266, 0.188236084
180.7930800469, 7.6047614321, 0.1880592591
180.61480477, 7.5859643544, 0.1878811496
180.4369034481, 7.5671850436, 0.1877035847
180.2585238019, 7.5484235107, 0.1875253485
180.0809296375, 7.5296797665, 0.1873482821
179.9020290877, 7.5109538223, 0.1871693718
179.723659377, 7.4922456889, 0.1869912367
179.5453194925, 7.4735553772, 0.1868131544
179.3668586045, 7.4548828984, 0.1866349283
179.1882966266, 7.4362282635, 0.1864565701
179.0091085531, 7.4175914837, 0.1862773533
178.8305073318, 7.3989725698, 0.1860989829
178.6515721133, 7.380371533, 0.1859201758
178.4723426727, 7.3617883846, 0.185740953
178.2933900042, 7.3432231355, 0.1855621603
178.1140724495, 7.3246757969, 0.1853828741
177.9352796934, 7.30614638, 0.1852043504
177.7559351261, 7.287634896, 0.1850250515
177.5759364226, 7.2691413561, 0.184844865
177.3965796621, 7.2506657715, 0.184665611
177.2171428411, 7.2322081534, 0.1844862392
177.0370449781, 7.2137685131, 0.1843059699
176.8573192746, 7.1953468617, 0.1841262495
176.6768673101, 7.1769432108, 0.1839455171
176.4970154448, 7.1585575714, 0.1837656644
176.3167446476, 7.140189955, 0.1835852255
176.136553111, 7.1218403728, 0.1834049366
175.9560703788, 7.1035088363, 0.1832242367
175.775334392, 7.0851953568, 0.1830432171
175.594779417, 7.0668999457, 0.1828624702
175.4143767946, 7.0486226142, 0.1826819653
175.2337696322, 7.030363374, 0.1825011902
175.0528179602, 7.0121222364, 0.182319936
174.8720133665, 6.9938992129, 0.1821389265
174.6912711405, 6.975694315, 0.1819580347
174.5102691755, 6.9575075542, 0.1817767787
174.3290176359, 6.9393389419, 0.1815951976
174.1471967036, 6.9211884898, 0.1814128359
173.965947882, 6.9030562092, 0.1812313015
173.7843592617, 6.8849421118, 0.1810493184
173.6029941905, 6.8668462092, 0.1808676538
173.420750942, 6.8487685131, 0.180684787
173.2397989092, 6.8307090348, 0.1805037693
173.0570988229, 6.8126677862, 0.1803202927
172.8754349561, 6.7946447788, 0.1801383008
172.6928194121, 6.7766400245, 0.1799549882
172.5111867343, 6.7586535346, 0.1797730896
172.3285342294, 6.7406853211, 0.179589764
172.1462589526, 6.7227353956, 0.1794070008
171.9639867842, 6.7048037699, 0.1792242721
171.7806320237, 6.6868904559, 0.1790400225
171.5987984752, 6.6689954648, 0.1788579478
171.4159225986, 6.6511188091, 0.1786744305
171.2326217297, 6.6332605003, 0.1784903318
171.0499894684, 6.6154205501, 0.1783071953
170.8667974687, 6.5975989705, 0.1781232886
170.6837881507, 6.5797957734, 0.1779396599
170.5005264299, 6.5620109705, 0.1777557128
170.317012937, 6.544244574, 0.177571415
170.1332697777, 6.5264965955, 0.1773868274
169.9497885355, 6.5087670471, 0.1772026233
169.7658329667, 6.4910559408, 0.1770177829
169.5823790181, 6.4733632884, 0.1768336705
169.3980315011, 6.4556891021, 0.1766483114
169.2140916111, 6.4380333937, 0.1764635624
169.0305166547, 6.4203961753, 0.1762793271
168.8459323659, 6.4027774591, 0.1760937125
168.661734722, 6.3851772569, 0.1759086601
168.4768999819, 6.367595581, 0.1757227365
168.2929098885, 6.3500324433, 0.1755380192
168.108344992, 6.3324878561, 0.1753525286
167.9234686667, 6.3149618314, 0.1751666052
167.7387850992, 6.2974543815, 0.1749809774
167.5538403924, 6.2799655185, 0.1747950026
167.3688999535, 6.2624952545, 0.1746090662
167.1840648198, 6.2450436018, 0.174423302
166.9982875825, 6.2276105728, 0.1742362338
166.8131784363, 6.2101961794, 0.1740501197
166.6277758737, 6.192800434, 0.1738636051
166.4416127102, 6.1754233492, 0.1736760655
166.2566663876, 6.1580649366, 0.1734902556
166.0706443319, 6.1407252092, 0.1733029567
165.8850068256, 6.123404179, 0.1731162133
165.6991714319, 6.1061018585, 0.1729292213
165.5131100269, 6.0888182599, 0.1727419337
165.3265266211, 6.0715533959, 0.1725539103
165.1406538505, 6.0543072785, 0.1723669319
164.9542067718, 6.0370799205, 0.1721791825
164.7675335949, 6.0198713342, 0.1719911273
164.5811827783, 6.002681532, 0.1718035508
164.3945412701, 5.9855105265, 0.1716155679
164.2079081598, 5.9683583302, 0.1714276234
164.0209922621, 5.9512249556, 0.171239321
163.8336482228, 5.9341104152, 0.1710504535
163.6470388147, 5.9170147216, 0.1708625941
163.4594201905, 5.8999378874, 0.1706733707
163.2723504225, 5.8828799251, 0.1704849501
163.0842856572, 5.8658408476, 0.1702951346
162.8967301188, 5.8488206672, 0.1701060746
162.7093655878, 5.8318193966, 0.1699172987
162.5218687113, 5.8148370487, 0.1697283648
162.33394058, 5.797873636, 0.1695388503
162.14548038, 5.7809291714, 0.169348604
161.9578598957, 5.7640036673, 0.1691595637
161.7697421983, 5.7470971368, 0.1689698524
161.5812907303, 5.7302095925, 0.1687796835
161.3929097403, 5.7133410471, 0.1685896473
161.2044246791, 5.6964915136, 0.1683994888
161.0154341258, 5.6796610049, 0.168208623
160.8271124306, 5.6628495334, 0.1680187468
160.6384648226, 5.6460571124, 0.1678284041
160.4493620237, 5.6292837546, 0.1676374939
160.2603462763, 5.6125294729, 0.1674466886
160.0710322205, 5.5957942802, 0.1672555188
159.8815671079, 5.5790781896, 0.1670641377
159.6922279808, 5.5623812139, 0.1668729695
159.5028014761, 5.545703366, 0.1666816879
159.31335973, 5.529044659, 0.1664904227
159.1239295052, 5.5124051059, 0.1662991882
158.933696888, 5.4957847199, 0.166106886
158.7437322594, 5.4791835138, 0.1659149412
158.5536283315, 5.4626015007, 0.1657228336
158.3640147356, 5.4460386936, 0.1655314509
158.1735828743, 5.429495106, 0.1653389284
157.9828488368, 5.4129707507, 0.1651460151
157.7931441504, 5.3964656407, 0.1649545695
157.602093402, 5.3799797896, 0.1647612584
157.4110550867, 5.3635132103, 0.1645679886
157.2205988992, 5.3470659159, 0.1643755615
157.0293366625, 5.3306379199, 0.1641820282
156.8385502222, 5.3142292351, 0.1639892023
156.6474074214, 5.2978398753, 0.1637958682
156.4564180816, 5.2814698533, 0.1636027932
156.2648777599, 5.2651191827, 0.1634089578
156.0735547817, 5.2487878766, 0.1632154546
155.8820512468, 5.2324759484, 0.1630217421
155.6899640172, 5.2161834116, 0.162827213
155.4986269563, 5.1999102792, 0.1626337556
155.3067003469, 5.1836565649, 0.1624395029
155.1142247007, 5.167422282, 0.1622445285
154.9225409976, 5.1512074438, 0.1620506603
154.7304175609, 5.1350120638, 0.1618561985
154.5373255617, 5.1188361557, 0.1616604345
154.3456477503, 5.1026797324, 0.1614666297
154.1532974454, 5.0865428078, 0.161271935
153.960178305, 5.0704253954, 0.1610762017
153.7667956478, 5.0543275086, 0.1608801199
153.5743290929, 5.0382491609, 0.1606853165
